name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
ho chi minh,2022-03-13T18:00:00,30,33.3,22,62.28,0,0,,0,0,31.7,16.6,150,1006,27,8,246,0.9,2,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2022-03-13T19:00:00,29.9,33.2,22.1,63.11,0,0,,0,0,36.7,19.9,131,1007,29.2,9.1,205,0.7,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2022-03-13T20:00:00,29,32.7,23,70.11,0,0,,0,0,39.6,20.5,130,1008,27,10,0,,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2022-03-13T21:00:00,28,31.2,23,74.3,0,0,,0,0,43.6,18.4,130,1009,27,10,0,,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2022-03-13T22:00:00,27.9,31.2,23,74.72,0,0,,0,0,41.8,16.4,140,1009,27.3,10.9,0,,0,3,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2022-03-13T23:00:00,28,31.2,23,74.3,0,0,,0,0,40.3,14.8,140,1009,27,10,0,,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2022-03-14T00:00:00,28,31.2,23,74.3,0,0,,0,0,40.7,13,140,1008,27,10,0,,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2022-03-14T01:00:00,27,29.6,23.1,79.22,0,0,,0,0,38.9,16,140,1008,27.3,10.9,0,,0,3,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2022-03-14T02:00:00,27,29.6,23,78.78,0,0,,0,0,34.9,11.2,120,1008,50,10,0,,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2022-03-14T03:00:00,27,29.6,23,78.78,0,0,,0,0,29.5,18.4,130,1007,50,10,0,,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2022-03-14T04:00:00,26.9,29.5,23,79.22,0,0,,0,0,28.1,11.2,130,1007.1,48.1,10.9,0,,0,3,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2022-03-14T05:00:00,27,29.6,23,78.78,0,0,,0,0,27.4,16.6,140,1007,50,10,0,,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2022-03-14T06:00:00,27,29.6,23,78.78,0,0,,0,0,24.8,14.8,130,1008,50,10,0,,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2022-03-14T07:00:00,27.9,31.2,23.1,74.92,0,0,,0,0,18.7,14.8,110,1009.1,50,10.9,4,0,0,3,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2022-03-14T08:00:00,30,34.1,23,66.18,0,0,,0,0,16.9,16.6,110,1010,50,10,180,0.6,2,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2022-03-14T09:00:00,30,33.3,22,62.28,0,0,,0,0,15.5,14.8,120,1011,27,10,325,1.2,3,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2022-03-14T10:00:00,31.8,35.7,22.1,56.55,0,0,,0,0,11.9,15.4,108,1010.1,32,10.9,467,1.7,5,10,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2022-03-14T11:00:00,33,36.1,21,49.4,0,0,,0,0,9.7,14.8,140,1010,50,10,577,2.1,6,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2022-03-14T12:00:00,33,36.1,21,49.4,0,0,,0,0,9.4,13,90,1009,50,10,659,2.4,7,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2022-03-14T13:00:00,34.8,38.5,21.2,45.29,0,0,,0,0,8.3,8.9,162,1007.1,88,10.9,698,2.5,7,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2022-03-14T14:00:00,34,38.3,22,49.65,0.1,100,rain,0,0,8.3,9.4,160,1006,88.8,10,707,2.5,7,30,"Rain, Partially cloudy",rain,"48900099999,VVTS"
ho chi minh,2022-03-14T15:00:00,33,37,22,52.51,0.1,100,rain,0,0,9,11.2,160,1005,50,10,426,1.5,4,30,"Rain, Partially cloudy",rain,"48900099999,VVTS"
