name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
ho chi minh,2021-12-20T12:00:00,29,30.8,20,58.34,0,0,,0,0,,7.6,348.1,1012,50,10,789,2.8,8,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-20T13:00:00,30,31.9,20.1,55.39,0,0,,0,0,,9.2,341,1011,53.8,10.9,727.5,2.6,7,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-20T14:00:00,31,32.4,19,48.88,0,0,,0,0,,9.4,10,1010,50,10,597,2.1,6,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-20T15:00:00,31,32.4,19,48.88,0,0,,0,0,,3.6,329.8,1010,50,10,403.1,1.5,4,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-20T16:00:00,30.9,32.5,19.2,49.59,0,0,,0,0,,7.5,257,1010,52.8,10.9,174.6,0.6,2,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-20T17:00:00,30,31.9,20,55.08,0,0,,0,0,,3.6,287.4,1010,27,10,19.5,0.1,0,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-20T18:00:00,28,29.2,19,58.11,0,0,,0,0,,3.6,262.2,1011,50,10,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-20T19:00:00,27,28.9,21.1,69.94,0,0,,0,0,,7.5,104,1011.1,52.8,10.9,0,,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-20T20:00:00,28,30.1,21,65.77,0,0,,0,0,,9.4,130,1012,50,10,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-20T21:00:00,27,28.8,21,69.73,0,0,,0,0,,3.6,247.3,1013,50,10,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-20T22:00:00,26.9,28.8,21.2,70.78,0,0,,0,0,,1.4,360,1013,53.8,10.9,0,,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-20T23:00:00,27,29.2,22,74.14,0,0,,0,0,,3.6,253.7,1013,50,10,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-21T00:00:00,26,26,22,78.64,0,0,,0,0,,1.8,276.1,1013,50,10,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-21T01:00:00,25,25,23.1,88.73,0,0,,0,0,,0,360,1013,48.1,10.9,0,,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-21T02:00:00,24,24,23,94.15,0,0,,0,0,,0,0,1012,50,10,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-21T03:00:00,24,24,23,94.15,0,0,,0,0,,0,0,1011,50,8,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-21T04:00:00,23.1,23.1,23,99.49,0,0,,0,0,,2.9,64,1011,48.1,9.1,0,,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-21T05:00:00,24,24,23,94.15,0,0,,0,0,,3.6,15.2,1011,50,8,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-21T06:00:00,24,24,23,94.15,0,0,,0,0,,3.6,28,1012,50,6,29.1,0.1,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-21T07:00:00,24.9,24.9,23.9,94.13,0,0,,0,0,,1.4,48,1013,27.3,6.4,167.6,0.6,2,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-21T08:00:00,27,29.6,23,78.78,0,0,,0,0,,1.8,67.6,1013,27,7,337.9,1.2,3,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-21T09:00:00,29,32,22,65.97,0,0,,0,0,,7.6,130,1014,50,8,504.1,1.8,5,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-21T10:00:00,29.9,31.9,20.3,56.53,0,0,,0,0,,7.9,135,1014,52.8,10.9,605.3,2.2,6,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-21T11:00:00,31,33.7,21,55.32,0,0,,0,0,,9.4,140,1013,88.8,10,765,2.8,8,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-21T12:00:00,31,33.7,21,55.32,0,0,,0,0,,13,130,1012,88.8,10,813.5,2.9,8,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-21T13:00:00,32.8,35.2,20.2,47.51,0,0,,0,0,,11.1,172,1011,88,10.9,728.5,2.6,7,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-21T14:00:00,32,34.9,21,52.26,0,0,,0,0,,9.4,140,1010,88.8,10,581,2.1,6,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-21T15:00:00,32,34.1,20,49.14,0,0,,0,0,,11.2,130,1010,88.8,10,374.4,1.3,4,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-21T16:00:00,31.9,35.7,22.1,56.43,0,0,,0,0,,12.8,156,1010,88,10.9,161.4,0.6,2,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-21T17:00:00,30,33.3,22,62.28,0,0,,0,0,,14.8,190,1010,50,10,18,0.1,0,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-21T18:00:00,28,31.2,23,74.3,0,0,,0,0,,13,190,1011,50,10,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-21T19:00:00,27.9,31.7,24,79.26,0,0,,0,0,,11.1,148,1012,52.8,10.9,0,,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-21T20:00:00,27,29.6,23,78.78,0,0,,0,0,,11.2,140,1012,50,10,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-21T21:00:00,27,30.1,24,83.68,0,0,,0,0,,9.4,140,1013,50,10,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-21T22:00:00,26,26,23,83.89,0,0,,0,0,,10.3,112,1013,48.1,10.9,0,,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-21T23:00:00,26,26,23,83.56,0,0,,0,0,,13,120,1013,50,10,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-22T00:00:00,26,26,23,83.56,0,0,,0,0,,5.4,108.5,1013,50,10,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-22T01:00:00,25,25,23.1,89.18,0,0,,0,0,,6,112,1012,48.1,10.9,0,,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-22T02:00:00,25,25,23,88.68,0,0,,0,0,,3.6,106.8,1012,50,10,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-22T03:00:00,26,26,23,83.56,0,0,,0,0,,5.4,140,1012,50,10,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-22T04:00:00,25,25,24,93.93,0,0,,0,0,,6.9,112,1012,53.8,9.1,0,,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-22T05:00:00,25,25,24,94.19,0,0,,0,0,,3.6,104.2,1012,50,8,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-22T06:00:00,25,25,24,94.19,0,0,,0,0,,7.6,120,1012,50,8,25.1,0.1,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-22T07:00:00,25,25,24,93.82,0,0,,0,0,,8.2,108,1012.1,52.8,9.1,165.2,0.6,2,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-22T08:00:00,27,30.1,24,83.68,0,0,,0,0,,9.4,100,1013,50,8,342,1.2,3,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-22T09:00:00,29,32.7,23,70.11,0,0,,0,0,,13,110,1013,50,8,463.4,1.7,5,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-22T10:00:00,29,32.8,23,70.19,0,0,,0,0,,14,106,1013,52.8,9.1,499.3,1.8,5,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-22T11:00:00,30,34.1,23,66.18,0,0,,0,0,,13,110,1012,50,10,486.5,1.8,5,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-22T12:00:00,31,35.5,23,62.5,0,0,,0,0,,5.4,93.8,1011,88.8,10,443.5,1.6,4,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-22T13:00:00,31,34.6,22.1,59.12,0,0,,0,0,,5.9,140,1010,88.9,10.9,335.3,1.2,3,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-22T14:00:00,30,35.1,24,70.29,0,0,,0,0,,1.8,106.2,1009,88.8,10,278.6,1,3,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-22T15:00:00,29,33.6,24,74.46,0,0,,0,0,,5.4,110.7,1009,88.8,8,159.3,0.6,2,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-22T16:00:00,27.3,31.1,24.9,86.65,0,0,,0,0,,3.9,140,1009,85.2,9.1,71.2,0.3,1,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-22T17:00:00,27,30.6,25,88.84,0,0,,0,0,,3.6,340,1009,88.8,8,8,0,0,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-22T18:00:00,25,25,24,94.19,0,0,,0,0,,9.4,350,1010,50,8,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-22T19:00:00,25.2,25.2,23.9,92.15,0,0,,0,0,,4.3,140,1011,52.8,9.1,0,,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-22T20:00:00,25,25,24,94.19,0.5,100,rain,0,0,,5.4,290,1012,88.8,10,0,,0,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
ho chi minh,2021-12-22T21:00:00,26,26,23,83.56,0.4,100,rain,0,0,,0,0,1012,88.8,10,0,,0,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
ho chi minh,2021-12-22T22:00:00,26,26,23,83.8,0,0,,0,0,,7.5,90,1012,88.9,10,0,,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-22T23:00:00,25,25,24,94.19,0.2,100,rain,0,0,,1.8,106.6,1012,88.8,8,0,,0,,"Rain, Partially cloudy",rain,"48900099999,VVTS"
ho chi minh,2021-12-23T00:00:00,25,25,24,94.19,0,0,,0,0,,3.6,104.3,1012,88.8,8,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-23T01:00:00,25.1,25.1,23.9,93.14,0.6,100,rain,0,0,,1.8,350,1011,88.9,8.2,0,,0,,"Rain, Partially cloudy",rain,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-23T02:00:00,25,25,24,94.19,0,0,,0,0,,1.8,320,1011,50,8,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-23T03:00:00,25,25,24,94.19,0,0,,0,0,,1.8,320,1010,50,8,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-23T04:00:00,25,25,24,94.24,0,0,,0,0,,1.8,290,1010.1,52.8,8.2,0,,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-23T05:00:00,25,25,24,94.19,0,0,,0,0,,3.6,70,1011,50,7,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-23T06:00:00,25,25,23,88.68,0,0,,0,0,,3.6,84.9,1011,88.8,8,22.1,0.1,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-23T07:00:00,25,25,23.9,93.66,0,0,,0,0,,3.6,50,1012,86.1,9.1,120.5,0.4,1,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-23T08:00:00,27,29.6,23,78.78,0,0,,0,0,,7.6,80,1013,88.8,8,266.3,1,3,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-23T09:00:00,28,31.2,23,74.3,0,0,,0,0,,7.6,40,1013,50,6,390.5,1.4,4,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-23T10:00:00,29.9,34.8,23.9,70.47,0,0,,0,0,,8.8,90,1012.1,50,9.1,457.4,1.6,5,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-23T11:00:00,31,34.5,22,58.81,0,0,,0,0,,14.8,110,1012,50,8,423.4,1.5,4,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-23T12:00:00,32,34.9,21,52.26,0,0,,0,0,,9.4,110,1011,50,10,438.1,1.6,4,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-23T13:00:00,31.9,34.1,20,49.3,0,0,,0,0,,7.9,149,1010,52.8,10.9,432.3,1.6,4,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-23T14:00:00,32,33.5,19,46.18,0,0,,0,0,,13,130,1009,50,10,347.8,1.3,3,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-23T15:00:00,32,32.9,18,43.37,0,0,,0,0,,14.8,150,1008,50,10,234.2,0.8,2,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-23T16:00:00,31.9,33.5,19.2,46.97,0,0,,0,0,,11.5,140,1008.1,50.9,10.9,119.5,0.4,1,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-23T17:00:00,28,31.2,23,74.3,0,0,,0,0,,3.6,111.1,1009,50,7,14.4,0.1,0,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-23T18:00:00,27,30.1,24,83.68,0,0,,0,0,,7.6,340,1010,88.8,8,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-23T19:00:00,27.1,30.2,23.7,81.91,0,0,,0,0,,3.9,6,1011.1,88,9.1,0,,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-23T20:00:00,26,26,24,88.76,0,0,,0,0,,0,0,1012,88.8,8,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-23T21:00:00,26,26,24,88.76,0,0,,0,0,,3.6,106.9,1013,50,7,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-23T22:00:00,26.1,26.1,23.9,87.57,0,0,,0,0,,7.2,14,1012.1,52.8,8.2,0,,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-23T23:00:00,25,25,23,88.68,0,0,,0,0,,7.6,20,1012,50,7,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-24T00:00:00,24,24,23,94.15,0,0,,0,0,,1.8,98.6,1012,50,8,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-24T01:00:00,24.1,24.1,23,93.36,0,0,,0,0,,3.6,310,1011.1,50.9,9.1,0,,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-24T02:00:00,24,24,23,94.15,0,0,,0,0,,3.6,280,1011,50,8,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-24T03:00:00,24,24,23,94.15,0,0,,0,0,,5.4,330,1010,50,7,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-24T04:00:00,23.1,23.1,23.1,99.43,0,0,,0,0,,1.8,87.9,1010.1,50,6.7,0,,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-24T05:00:00,23,23,22,94.11,0,0,,0,0,,5.4,20,1011,50,7,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-24T06:00:00,24,24,23,94.15,0,0,,0,0,,3.6,88.8,1012,50,6,19.1,0.1,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-24T07:00:00,24.1,24.1,24,99.44,0,0,,0,0,,1.8,88.7,1012,88.9,6.7,126.3,0.5,1,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-24T08:00:00,26,26,24,88.76,0,0,,0,0,,5.4,30,1013,88.8,7,307.9,1.1,3,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-24T09:00:00,28,31.2,23,74.3,0,0,,0,0,,5.4,86.4,1013,50,10,506.5,1.8,5,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-24T10:00:00,29.9,33.2,22.1,62.97,0,0,,0,0,,3.6,360,1012.1,46.2,10.9,627.3,2.3,6,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-24T11:00:00,31,32.4,19,48.88,0,0,,0,0,,5.4,91.8,1012,50,10,706.3,2.5,7,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-24T12:00:00,31,32.4,19,48.88,0,0,,0,0,,11.2,100,1011,88.8,10,704.8,2.5,7,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-24T13:00:00,31.9,33.6,19.3,47.11,0,0,,0,0,,9.2,135,1010,86.1,10.9,628,2.3,6,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-24T14:00:00,32,33.5,19,46.18,0,0,,0,0,,5.4,104.7,1009,50,10,505.5,1.8,5,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-24T15:00:00,30,34.1,23,66.18,0,0,,0,0,,9.4,150,1009,50,10,344.3,1.2,3,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-24T16:00:00,25.4,25.4,23,86.87,0,0,,0,0,42.5,19.9,346,1009.1,85.2,9.1,161.8,0.6,2,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-24T17:00:00,24,24,23,94.15,0,0,,0,0,,9.4,240,1010,50,8,19.4,0.1,0,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-24T18:00:00,24,24,23,94.15,0,0,,0,0,,7.6,320,1011,50,10,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-24T19:00:00,24.2,24.2,22.9,92.41,0,0,,0,0,,5.4,300,1011.1,48.1,10.9,0,,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-24T20:00:00,24,24,23,94.15,0,0,,0,0,,0,0,1012,50,10,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-24T21:00:00,24,24,23,94.15,0,0,,0,0,,3.6,119.9,1012,50,10,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-24T22:00:00,24.1,24.1,23,93.36,0,0,,0,0,,9.4,100,1012.1,46.2,10.9,0,,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-24T23:00:00,24,24,23,94.15,0,0,,0,0,,5.4,70,1012,50,10,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-25T00:00:00,24,24,23,94.15,0,0,,0,0,,3.6,110.2,1012,50,10,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-25T01:00:00,23.1,23.1,23,98.93,0,0,,0,0,,3.6,340,1012,48.1,9.1,0,,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-25T02:00:00,23,23,23,100,0,0,,0,0,,1.8,99.1,1011,50,8,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-25T03:00:00,24,24,23,94.15,0,0,,0,0,,1.8,91.4,1011,50,6,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-25T04:00:00,24,24,23.9,99.16,0,0,,0,0,,0,0,1011.1,52.8,7.3,0,,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-25T05:00:00,24,24,23,94.15,0,0,,0,0,,3.6,81.2,1012,50,6,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-25T06:00:00,24,24,23,94.15,0,0,,0,0,,3.6,320,1012,50,8,36.8,0.1,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-25T07:00:00,24,24,23.9,99.16,0,0,,0,0,,0,74.7,1013,88.9,6.4,211.7,0.8,2,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-25T08:00:00,27,29.6,23,78.78,0,0,,0,0,,3.6,78.1,1013,50,8,427.6,1.5,4,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-25T09:00:00,28,31.2,23,74.3,0,0,,0,0,,1.8,80,1013,50,8,637.5,2.3,6,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-25T10:00:00,29,32.7,23,70.22,0,0,,0,0,,2.6,90,1013,32,9.1,783.3,2.8,8,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-25T11:00:00,30,33.3,22,62.28,0,0,,0,0,,5.4,81.8,1013,50,8,853.5,3.1,9,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-25T12:00:00,31,33.7,21,55.32,0,0,,0,0,,7.6,60,1012,50,8,845,3,8,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-25T13:00:00,32.8,34.6,19.3,44.89,0,0,,0,0,,11.1,100,1011,53.8,9.1,757.5,2.7,8,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-25T14:00:00,33,34.6,19,43.64,0,0,,0,0,,11.2,110,1010,50,10,615,2.2,6,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-25T15:00:00,30,33.7,22.6,64.58,0,0,,,,,13.7,88.5,,79.5,,389.3,1.4,4,,Partially cloudy,partly-cloudy-day,remote
ho chi minh,2021-12-25T16:00:00,32,34.2,20.1,49.53,0,0,,0,0,,11.1,176,1010,53.8,10.9,188.6,0.7,2,,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-25T17:00:00,31,33,20,52.01,0,0,,0,0,,11.2,180,1010,50,10,19.2,0.1,0,,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
ho chi minh,2021-12-25T18:00:00,30,31.9,20,55.08,0,0,,0,0,,7.6,190,1010,88.8,10,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-25T19:00:00,26.2,26.2,21.1,73.79,0,0,,0,0,,14.8,320,1011.9,53.8,10.9,0,,0,,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
ho chi minh,2021-12-25T20:00:00,26,26,21,73.97,0,0,,0,0,,5.4,115,1012,50,10,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
ho chi minh,2021-12-25T21:00:00,26,26,22,78.64,0,0,,0,0,,1.8,115.6,1013,50,10,0,,0,,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
